"Study Title:Freq"
"Total Rotational Displacement:deg"
Case,1
Case Group,
Frequency(Hz),RotCon
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
13,0
16,0
20,0
24,0
