"Study Title:Freq"
"Torque:Nm"
Case,1
Case Group,
Frequency(Hz),TorCon
2,11.4255745161
3,11.9585807206
4,11.1692427982
5,10.0736839642
6,9.01514600422
7,8.08453221388
8,7.29000154985
9,6.61607541424
10,6.04305653848
13,4.76388403509
16,3.9106602238
20,3.14477340621
24,2.624608098
