"Study Title:Freq"
"Circuit Electric Power:W"
Case,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Case Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency(Hz),Coil2A:active power,Coil2A:reactive power,Coil2A:apparent power,Coil2B:active power,Coil2B:reactive power,Coil2B:apparent power,Coil2C:active power,Coil2C:reactive power,Coil2C:apparent power,Coil4A:active power,Coil4A:reactive power,Coil4A:apparent power,Coil4B:active power,Coil4B:reactive power,Coil4B:apparent power,Coil4C:active power,Coil4C:reactive power,Coil4C:apparent power,ConductorA1:active power,ConductorA1:reactive power,ConductorA1:apparent power,ConductorA2:active power,ConductorA2:reactive power,ConductorA2:apparent power,ConductorA3:active power,ConductorA3:reactive power,ConductorA3:apparent power,ConductorA4:active power,ConductorA4:reactive power,ConductorA4:apparent power,ConductorB1:active power,ConductorB1:reactive power,ConductorB1:apparent power,ConductorB2:active power,ConductorB2:reactive power,ConductorB2:apparent power,ConductorB3:active power,ConductorB3:reactive power,ConductorB3:apparent power,ConductorB4:active power,ConductorB4:reactive power,ConductorB4:apparent power,ConductorC1:active power,ConductorC1:reactive power,ConductorC1:apparent power,ConductorC2:active power,ConductorC2:reactive power,ConductorC2:apparent power,ConductorC3:active power,ConductorC3:reactive power,ConductorC3:apparent power,ConductorC4:active power,ConductorC4:reactive power,ConductorC4:apparent power,ConductorD1:active power,ConductorD1:reactive power,ConductorD1:apparent power,ConductorD2:active power,ConductorD2:reactive power,ConductorD2:apparent power,ConductorD3:active power,ConductorD3:reactive power,ConductorD3:apparent power,ConductorD4:active power,ConductorD4:reactive power,ConductorD4:apparent power,ConductorE1:active power,ConductorE1:reactive power,ConductorE1:apparent power,ConductorE2:active power,ConductorE2:reactive power,ConductorE2:apparent power,ConductorE3:active power,ConductorE3:reactive power,ConductorE3:apparent power,ConductorE4:active power,ConductorE4:reactive power,ConductorE4:apparent power,ConductorF1:active power,ConductorF1:reactive power,ConductorF1:apparent power,ConductorF2:active power,ConductorF2:reactive power,ConductorF2:apparent power,ConductorF3:active power,ConductorF3:reactive power,ConductorF3:apparent power,ConductorF4:active power,ConductorF4:reactive power,ConductorF4:apparent power,ConductorG1:active power,ConductorG1:reactive power,ConductorG1:apparent power,ConductorG2:active power,ConductorG2:reactive power,ConductorG2:apparent power,ConductorG3:active power,ConductorG3:reactive power,ConductorG3:apparent power,ConductorG4:active power,ConductorG4:reactive power,ConductorG4:apparent power,ConductorH1:active power,ConductorH1:reactive power,ConductorH1:apparent power,ConductorH2:active power,ConductorH2:reactive power,ConductorH2:apparent power,ConductorH3:active power,ConductorH3:reactive power,ConductorH3:apparent power,ConductorH4:active power,ConductorH4:reactive power,ConductorH4:apparent power,CS2:active power,CS2:reactive power,CS2:apparent power,CS4:active power,CS4:reactive power,CS4:apparent power
2,0.0356308078126,0.0404156374175,0.0538792929913,0.0347588153036,0.040520468496,0.0533861743193,0.0351667288154,0.0404572308284,0.0536049096807,77.5546544309,45.2617397567,89.7961553169,77.5117397358,45.2870321819,89.7718501575,77.6090314592,45.2561668961,89.8403161513,0.107328708638,-0.0920551687656,0.141398747499,0.0823299590704,0.116190164021,0.142402164224,-0.106538748901,0.0857693908977,0.136773145875,-0.0831199188066,-0.109904386153,0.137796571068,0.132567111406,-0.0751444884265,0.152383506874,0.0604354350609,0.126776670843,0.140444886275,-0.129428993301,0.0694910993983,0.146904313083,-0.0635735531656,-0.121123281814,0.136793443043,0.143649087308,-0.0472459886297,0.151219190998,0.0399724791927,0.133753328505,0.139598538599,-0.138576641964,0.0431921624272,0.145151812228,-0.0450449245363,-0.129699502303,0.137298966217,0.142261082456,-0.0057576513954,0.142377547848,0.00838817365835,0.146639201973,0.146878919565,-0.135884918703,0.00403514774308,0.135944818026,-0.0147643374114,-0.14491669832,0.145666863463,0.137311612253,0.0161170718952,0.138254254423,-0.0200467711829,0.145696805166,0.147069480418,-0.13083466709,-0.0154157339874,0.131739724331,0.0135698260196,-0.146398143074,0.147025700045,0.135327491596,0.0369153346035,0.140272135189,-0.0453770879488,0.136320884343,0.143674853815,-0.129576310953,-0.0339004112274,0.133937516184,0.0396259073058,-0.13933580772,0.144860898253,0.134451187544,0.0764172662452,0.154650316561,-0.0713501761242,0.120196248779,0.139778345438,-0.130272932877,-0.0713169120847,0.148516460333,0.0671719214575,-0.125296602939,0.142166471928,0.112472624445,0.100159348252,0.150605399278,-0.0860376045764,0.102897915009,0.134128484351,-0.110699234882,-0.0939967733273,0.145222980273,0.0842642150137,-0.109060489933,0.137821073847,0,0,0,0,0,0
3,0.0352960719591,0.0618725166132,0.0712321627342,0.0350472569173,0.0619455268923,0.0711727371919,0.0351541799291,0.0618852221259,0.0711730081144,91.3078963348,52.8828444158,105.516478176,91.2922232771,52.9136453334,105.518358087,91.3846537344,52.9608043985,105.621975652,0.23954846053,-0.126164682195,0.270741559381,0.110709177844,0.246724497208,0.270424665261,-0.235784230842,0.119290494719,0.264243118442,-0.114473407532,-0.239850309732,0.265767439899,0.279572567298,-0.0857608037575,0.292430736837,0.0684130433567,0.260090714711,0.26893777046,-0.27340719998,0.080530336914,0.285020406576,-0.0745784106746,-0.254860247867,0.265547896398,0.285894736662,-0.029379941167,0.287400385167,0.0285596648109,0.26378074477,0.265322324287,-0.278318244528,0.0269358589829,0.279618643399,-0.036136156945,-0.261336662585,0.263823185202,0.270054989135,0.0435581012977,0.273545252829,-0.038723755769,0.279144600567,0.281817737708,-0.261995802476,-0.0427685931454,0.265463656786,0.03066456911,-0.279934108719,0.281608630946,0.250322930272,0.083898257202,0.264008497934,-0.0922107737619,0.265721303418,0.28126613356,-0.243247001659,-0.0802627611211,0.256146861466,0.0851348451492,-0.269356799499,0.282490756123,0.237740821361,0.122151879208,0.26728595125,-0.135678083917,0.238440469891,0.274339935367,-0.232431460987,-0.116302288779,0.259904995011,0.130368723542,-0.244290060319,0.276900049926,0.225622767187,0.19179279965,0.296125161158,-0.180994905453,0.200470553973,0.270088131561,-0.223158308434,-0.183968004448,0.289212477745,0.1785304467,-0.208295349176,0.27433569379,0.173804237545,0.226517637334,0.285513840316,-0.201518090507,0.160927577577,0.257889949449,-0.174533771904,-0.218613714861,0.279739153249,0.202247624866,-0.168831500051,0.263454317052,0,0,0,0,0,0
4,0.0351907236485,0.0828403774994,0.0900050841628,0.0351145583032,0.082898290927,0.0900286556795,0.0351351414498,0.0828627288667,0.0900039443577,100.607288006,56.8192411396,115.543293028,100.610481401,56.8783637376,115.575158356,100.756372168,56.9252556385,115.725240384,0.379802663073,-0.131246019533,0.401840242535,0.111987616134,0.385135428562,0.401086679536,-0.375696939049,0.12706931499,0.396604085736,-0.116093340157,-0.380958724018,0.398255210932,0.431149846776,-0.0662582699179,0.436211357838,0.0501800552492,0.398567021411,0.401713465671,-0.425640040273,0.063686881488,0.430378278677,-0.055689861752,-0.395995632981,0.39989236307,0.425067779649,0.015706810266,0.425357874247,-0.00720865826777,0.394015154643,0.394081091709,-0.419123014861,-0.0160777888339,0.419431277899,0.00126389348044,-0.393644176075,0.393646205094,0.3889496523,0.120559549427,0.407205644585,-0.113257801452,0.406782999828,0.422255537014,-0.383349084532,-0.11826185075,0.401176252979,0.107657233684,-0.409080698505,0.423009571823,0.349731558073,0.175326423665,0.391217992361,-0.189979018228,0.374657208553,0.420071483545,-0.345421050725,-0.171256637504,0.385544469774,0.18566851088,-0.378726994714,0.421790152158,0.323344561875,0.227029150928,0.395087257533,-0.247661247979,0.325514189638,0.409017825291,-0.320733728058,-0.221780809542,0.389944677864,0.245050414161,-0.330762531024,0.411647370221,0.296053587491,0.328632184903,0.442319838601,-0.310598039923,0.264079100396,0.407687274354,-0.295878339218,-0.322435523322,0.437617022428,0.310422791651,-0.270275761977,0.411596036288,0.211122927973,0.366224788385,0.422721523398,-0.331000851914,0.199054795963,0.38624393298,-0.213224185613,-0.360678164585,0.418990801497,0.333102109555,-0.204601419763,0.390920396448,0,0,0,0,0,0
5,0.0351707969346,0.103679006893,0.109482059842,0.0351295925982,0.103726902336,0.109514193346,0.0351313005968,0.10369113376,0.109480863634,106.632385671,59.9014529303,122.305558896,106.672693602,59.9882559836,122.383227676,106.870593525,60.008749164,122.565793501,0.51751029457,-0.118630002781,0.530933124363,0.0961648251292,0.521426595612,0.530220112975,-0.514754579137,0.117306830425,0.527951862585,-0.0989205405621,-0.520103423256,0.529426901685,0.578982481969,-0.029541957744,0.579735665363,0.0162578405847,0.53445418328,0.534701403969,-0.57580729738,0.0292422463831,0.576549349744,-0.0194330251727,-0.534154471919,0.534507850586,0.556630483969,0.0738580360828,0.561509131874,-0.055731135017,0.518713208746,0.521698526294,-0.553629724519,-0.0730171742763,0.558424014178,0.0527303755671,-0.519554070552,0.522223060325,0.49764703677,0.211032206027,0.540543398061,-0.202247901278,0.52543463288,0.563014890568,-0.495282610993,-0.208909728948,0.537538965658,0.199883475501,-0.527557109959,0.564154152733,0.436555404668,0.276928146128,0.516981449825,-0.299390785122,0.470911405281,0.558025441929,-0.435152642355,-0.274172560125,0.514323259122,0.297988022808,-0.473666991284,0.559604575008,0.395223657344,0.339117374428,0.52077090257,-0.367558556956,0.398629911455,0.542222370525,-0.394862784702,-0.336089685299,0.518529551045,0.367197684314,-0.401657600584,0.544208569826,0.35126033455,0.473316442968,0.589416896443,-0.447791839504,0.313686522372,0.546732810287,-0.352274865567,-0.4702010172,0.58752581006,0.448806370521,-0.31680194814,0.549354742007,0.232851516678,0.507496476095,0.558365921299,-0.4628512066,0.222817059107,0.513691231461,-0.234851066067,-0.50512236354,0.557049033193,0.46485075599,-0.225191171662,0.516524238675,0,0,0,0,0,0
6,0.0351630912748,0.124477251013,0.129348478954,0.0351361541607,0.12451843358,0.129380793128,0.0351299952583,0.124483207119,0.129345218008,110.58749929,63.0988039005,127.32263763,110.682605259,63.2065106043,127.458628934,110.922794869,63.1878807229,127.658038101,0.650911189852,-0.0962144478331,0.657983736157,0.0697165589528,0.653682016847,0.657389213283,-0.649177726147,0.0961769833217,0.656263462526,-0.0714500226574,-0.653644552335,0.657538064705,0.722798713648,0.0165281432221,0.722987662391,-0.0273862912706,0.666804700464,0.667366853769,-0.72107879711,-0.0159359257384,0.721254868524,0.0256663747325,-0.667396917947,0.667890267093,0.682415848319,0.13785356092,0.696200398087,-0.111035210531,0.638096578885,0.647685156509,-0.681043294733,-0.13672130886,0.694631330705,0.109662656945,-0.639228830945,0.648567187452,0.599116791735,0.308160845117,0.673724006253,-0.299390496339,0.636116568448,0.703049754962,-0.598379204114,-0.306507415171,0.672312775032,0.298652908718,-0.637769998394,0.704233008838,0.51468071166,0.382850373602,0.641459775451,-0.414086767887,0.556768023883,0.693872094667,-0.514597769881,-0.381101704622,0.640350977224,0.414003826107,-0.558516692863,0.695226627969,0.458076647824,0.453405289813,0.64452352332,-0.489626158246,0.461160991946,0.672609273896,-0.458596977746,-0.451759186144,0.643737174834,0.490146488168,-0.462807095615,0.674117191307,0.396583767973,0.621529211951,0.737276912922,-0.587764521598,0.352946979818,0.685593686823,-0.397855242774,-0.620128679347,0.736782446283,0.5890359964,-0.354347512422,0.687404949512,0.245323028722,0.647490634009,0.692407040368,-0.593028189163,0.237114626733,0.638675018576,-0.246912020847,-0.64671191138,0.692244062711,0.594617181288,-0.237893349362,0.6404395662,0,0,0,0,0,0
7,0.0351590761356,0.145258642587,0.149453115996,0.0351396154418,0.145295636204,0.149484495762,0.0351293725943,0.145260443696,0.149447881623,113.261685354,66.6689562934,131.426630111,113.426165446,66.7872763236,131.62839848,113.69756654,66.7224006153,131.829493593,0.779767196096,-0.0678932873505,0.782717304379,0.0369612433065,0.781417088673,0.782290738777,-0.778729147922,0.0683344955573,0.781721618677,-0.0379992914801,-0.78185829688,0.782781158787,0.862932783995,0.0681755609289,0.865621682261,-0.076754789797,0.795739705807,0.799432909727,-0.862066428631,-0.0673553217415,0.864693741587,0.0758884344342,-0.796559944995,0.800166732907,0.803837911096,0.204246388801,0.829380476412,-0.169286564142,0.753329410945,0.77211601602,-0.803308911958,-0.203201595354,0.828610943921,0.168757565005,-0.754374204392,0.7730197643,0.695137461855,0.408737606824,0.806400968567,-0.40079029518,0.74078349629,0.842254741207,-0.69513555298,-0.407555395334,0.805800742915,0.400788386305,-0.74196570778,0.843293805337,0.58648631774,0.49015294258,0.764340309035,-0.530510088835,0.635190264874,0.827591461378,-0.586904243053,-0.489094306078,0.763982873337,0.530928014148,-0.636248901376,0.828671962063,0.514852403842,0.567327646262,0.766115954641,-0.611090902516,0.516751321647,0.800289959678,-0.515602520965,-0.566488472587,0.765999444646,0.611841019638,-0.517590495322,0.801404613264,0.435317973353,0.771143514369,0.885530382132,-0.728642496977,0.385471894112,0.824323037135,-0.436467116585,-0.770631556257,0.885650348252,0.72979164021,-0.385983852224,0.825578204834,0.252570819853,0.785147830772,0.824772171698,-0.720706486874,0.246112623789,0.761570261901,-0.253727223943,-0.785093414196,0.825075253043,0.721862890964,-0.246167040365,0.762682270092,0,0,0,0,0,0
8,0.035156290699,0.166032425644,0.169713673995,0.0351416176286,0.166066271193,0.169743747212,0.0351292646911,0.166031077059,0.169706758225,115.128974688,70.6341929997,135.069870931,115.374120269,70.7509426003,135.339881434,115.665874469,70.6364243818,135.52895988,0.904491389314,-0.0359045351573,0.905203738938,0.00044912631091,0.904961524401,0.90496163585,-0.903972986084,0.0364986909026,0.904709519132,-0.000967529539228,-0.905555680146,0.905556197018,1.00005156234,0.123391897494,1.00763519575,-0.129640072337,0.9218405198,0.930911645807,-0.999755787488,-0.122600205307,1.00724497763,0.129344297484,-0.922632211986,0.93165452067,0.922199026298,0.271394194611,0.96130424579,-0.228562039659,0.865646249262,0.895312255492,-0.922168928468,-0.270565526739,0.961041745655,0.228531941829,-0.866474917135,0.896105814321,0.787076545978,0.511263781885,0.938552152997,-0.504549119346,0.841052495368,0.980784947783,-0.787431655909,-0.510517023127,0.938443521811,0.504904229278,-0.841799254126,0.981607999657,0.653705737357,0.597524791623,0.885645000921,-0.647077310534,0.708386822186,0.959437822714,-0.65429088784,-0.596986973977,0.885714408265,0.647662461016,-0.708924639831,0.960229560245,0.567583905574,0.679865098095,0.8856455507,-0.730933602184,0.567916522092,0.925631193763,-0.568314225465,-0.67956220265,0.885881395073,0.731663922074,-0.568219417537,0.926393761492,0.469467212234,0.921408117734,1.03411429871,-0.869886645985,0.413483020231,0.96315678105,-0.470364660743,-0.921418439809,1.0345312249,0.870784094495,-0.413472698156,0.963962971979,0.256969309671,0.920504078778,0.955699212702,-0.846107885936,0.252274147364,0.882916077592,-0.257721133742,-0.920807619427,0.956193942028,0.846859710007,-0.251970606715,0.883549973166,0,0,0,0,0,0
